PUBLICATION DATE,FISCAL YEAR,MONTH,INFLOWS/OUTFLOWS,DESCRIPTION,AMOUNT
20230525,2023,March,Inflows - Current,Other Taxes,4500
20230525,2023,March,Inflows - Current,Federal Categorical Grants,927
20230525,2023,March,Inflows - Current,State Categorical Grants,4889
20230525,2023,March,Inflows - Current,Other Categorical Grants,49
20230525,2023,March,Inflows - Current,Unrestricted (Net Of Disall.),0
20230525,2023,March,Inflows - Current,Miscellaneous Revenues,433
20230525,2023,March,Inflows - Current,Inter-Fund Revenues,96
20230525,2023,March,Inflows - Prior,Taxes,0
20230525,2023,March,Inflows - Prior,Federal Categorical Grants,892
20230525,2023,March,Inflows - Prior,State Categorical Grants,835
20230525,2023,March,Inflows - Prior,Other Categorical Grants,160
20230525,2023,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230525,2023,March,Inflows - Prior,Misc. Revenue/IFA,0
20230525,2023,March,Inflows - Capital,Capital Transfers,233
20230525,2023,March,Inflows - Capital,Federal And State,20
20230525,2023,March,Inflows - Other,Senior Colleges,393
20230525,2023,March,Inflows - Other,Holding Acct. & Other Adj.,-61
20230525,2023,March,Inflows - Other,Other Sources,0
20230525,2023,March,Outflows - Current,Personal Service,4445
20230525,2023,March,Outflows - Current,Other Than Personal Service,3492
20230525,2023,March,Outflows - Current,Debt Service,343
20230525,2023,March,Outflows - Prior,Personal Service,10
20230525,2023,March,Outflows - Prior,Other Than Personal Service,478
20230525,2023,March,Outflows - Prior,Taxes,0
20230525,2023,March,Outflows - Prior,Disallowance Reserve,0
20230525,2023,March,Outflows - Capital,City Disbursements,1140
20230525,2023,March,Outflows - Capital,Federal and State,47
20230525,2023,March,Outflows - Other,Senior Colleges,210
20230525,2023,March,Outflows - Other,Other Uses,41
20230525,2023,March,Balance,Beginning Balance,11124
20230525,2023,March,Balance,Ending Balance,15643
20230525,2023,April,Inflows - Current,General Property Tax,740
20230525,2023,April,Inflows - Current,Other Taxes,3550
20230525,2023,April,Inflows - Current,Federal Categorical Grants,1233
20230525,2023,April,Inflows - Current,State Categorical Grants,999
20230525,2023,April,Inflows - Current,Other Categorical Grants,0
20230525,2023,April,Inflows - Current,Unrestricted (Net Of Disall.),0
20230525,2023,April,Inflows - Current,Miscellaneous Revenues,341
20230525,2023,April,Inflows - Current,Inter-Fund Revenues,112
20230525,2023,April,Inflows - Prior,Taxes,0
20230525,2023,April,Inflows - Prior,Federal Categorical Grants,428
20230525,2023,April,Inflows - Prior,State Categorical Grants,265
20230525,2023,April,Inflows - Prior,Other Categorical Grants,2
20230525,2023,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230525,2023,April,Inflows - Prior,Misc. Revenue/IFA,0
20230525,2023,April,Inflows - Capital,Capital Transfers,2147
20230525,2023,April,Inflows - Capital,Federal And State,150
20230525,2023,April,Inflows - Other,Senior Colleges,274
20230525,2023,April,Inflows - Other,Holding Acct. & Other Adj.,0
20230525,2023,April,Inflows - Other,Other Sources,315
20230525,2023,April,Outflows - Current,Personal Service,4025
20230525,2023,April,Outflows - Current,Other Than Personal Service,2831
20230525,2023,April,Outflows - Current,Debt Service,253
20230525,2023,April,Outflows - Prior,Personal Service,37
20230525,2023,April,Outflows - Prior,Other Than Personal Service,203
20230525,2023,April,Outflows - Prior,Taxes,0
20230525,2023,April,Outflows - Prior,Disallowance Reserve,0
20230525,2023,April,Outflows - Capital,City Disbursements,702
20230525,2023,April,Outflows - Capital,Federal and State,72
20230525,2023,April,Outflows - Other,Senior Colleges,210
20230525,2023,April,Outflows - Other,Other Uses,0
20230525,2023,April,Balance,Beginning Balance,15643
20230525,2023,April,Balance,Ending Balance,17866
20230525,2023,May,Inflows - Current,General Property Tax,3
20230525,2023,May,Inflows - Current,Other Taxes,1568
20230525,2023,May,Inflows - Current,Federal Categorical Grants,1283
20230525,2023,May,Inflows - Current,State Categorical Grants,2499
20230525,2023,May,Inflows - Current,Other Categorical Grants,33
20230525,2023,May,Inflows - Current,Unrestricted (Net Of Disall.),0
20230525,2023,May,Inflows - Current,Miscellaneous Revenues,409
20230525,2023,May,Inflows - Current,Inter-Fund Revenues,43
20230525,2023,May,Inflows - Prior,Taxes,0
20230525,2023,May,Inflows - Prior,Federal Categorical Grants,411
20230525,2023,May,Inflows - Prior,State Categorical Grants,349
20230525,2023,May,Inflows - Prior,Other Categorical Grants,36
20230525,2023,May,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230525,2023,May,Inflows - Prior,Misc. Revenue/IFA,0
20230525,2023,May,Inflows - Capital,Capital Transfers,246
20230525,2023,May,Inflows - Capital,Federal And State,184
20230525,2023,May,Inflows - Other,Senior Colleges,0
20230525,2023,May,Inflows - Other,Holding Acct. & Other Adj.,0
20230525,2023,May,Inflows - Other,Other Sources,0
20230525,2023,May,Outflows - Current,Personal Service,4926
20230525,2023,May,Outflows - Current,Other Than Personal Service,3509
20230525,2023,May,Outflows - Current,Debt Service,314
20230525,2023,May,Outflows - Prior,Personal Service,61
20230525,2023,May,Outflows - Prior,Other Than Personal Service,223
20230525,2023,May,Outflows - Prior,Taxes,0
20230525,2023,May,Outflows - Prior,Disallowance Reserve,0
20230525,2023,May,Outflows - Capital,City Disbursements,1069
20230525,2023,May,Outflows - Capital,Federal and State,222
20230525,2023,May,Outflows - Other,Senior Colleges,214
20230525,2023,May,Outflows - Other,Other Uses,0
20230525,2023,May,Balance,Beginning Balance,17866
20230525,2023,May,Balance,Ending Balance,14392
20230525,2023,June,Inflows - Current,General Property Tax,6840
20230525,2023,June,Inflows - Current,Other Taxes,4115
20230525,2023,June,Inflows - Current,Federal Categorical Grants,1684
20230525,2023,June,Inflows - Current,State Categorical Grants,1213
20230525,2023,June,Inflows - Current,Other Categorical Grants,394
20230525,2023,June,Inflows - Current,Unrestricted (Net Of Disall.),0
20230525,2023,June,Inflows - Current,Miscellaneous Revenues,343
20230525,2023,June,Inflows - Current,Inter-Fund Revenues,48
20230525,2023,June,Inflows - Prior,Taxes,0
20230525,2023,June,Inflows - Prior,Federal Categorical Grants,275
20230525,2023,June,Inflows - Prior,State Categorical Grants,124
20230525,2023,June,Inflows - Prior,Other Categorical Grants,0
20230525,2023,June,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230525,2023,June,Inflows - Prior,Misc. Revenue/IFA,0
20230525,2023,June,Inflows - Capital,Capital Transfers,95
20230525,2023,June,Inflows - Capital,Federal And State,559
20230525,2023,June,Inflows - Other,Senior Colleges,911
20230525,2023,June,Inflows - Other,Holding Acct. & Other Adj.,0
20230525,2023,June,Inflows - Other,Other Sources,0
20230525,2023,June,Outflows - Current,Personal Service,7565
20230525,2023,June,Outflows - Current,Other Than Personal Service,4362
20230525,2023,June,Outflows - Current,Debt Service,3203
20230525,2023,June,Outflows - Prior,Personal Service,117
20230525,2023,June,Outflows - Prior,Other Than Personal Service,239
20230525,2023,June,Outflows - Prior,Taxes,0
20230525,2023,June,Outflows - Prior,Disallowance Reserve,0
20230525,2023,June,Outflows - Capital,City Disbursements,572
20230525,2023,June,Outflows - Capital,Federal and State,386
20230525,2023,June,Outflows - Other,Senior Colleges,264
20230525,2023,June,Outflows - Other,Other Uses,676
20230525,2023,June,Balance,Beginning Balance,14392
20230525,2023,June,Balance,Ending Balance,13609
20230525,2023,Adjustments,Inflows - Current,General Property Tax,-20
20230525,2023,Adjustments,Inflows - Current,Other Taxes,928
20230525,2023,Adjustments,Inflows - Current,Federal Categorical Grants,3871
20230525,2023,Adjustments,Inflows - Current,State Categorical Grants,3835
20230525,2023,Adjustments,Inflows - Current,Other Categorical Grants,429
20230525,2023,Adjustments,Inflows - Current,Unrestricted (Net Of Disall.),282
20230525,2023,Adjustments,Inflows - Current,Miscellaneous Revenues,41
20230525,2023,Adjustments,Inflows - Current,Inter-Fund Revenues,141
20230525,2023,Adjustments,Inflows - Prior,Taxes,0
20230525,2023,Adjustments,Inflows - Prior,Federal Categorical Grants,6003
20230525,2023,Adjustments,Inflows - Prior,State Categorical Grants,2271
20230525,2023,Adjustments,Inflows - Prior,Other Categorical Grants,443
20230525,2023,Adjustments,Inflows - Prior,Unrestricted Intgvt.  Aid,498
20230525,2023,Adjustments,Inflows - Prior,Misc. Revenue/IFA,-110
20230525,2023,Adjustments,Inflows - Capital,Capital Transfers,959
20230525,2023,Adjustments,Inflows - Capital,Federal And State,0
20230525,2023,Adjustments,Inflows - Other,Senior Colleges,317
20230525,2023,Adjustments,Inflows - Other,Holding Acct. & Other Adj.,-21
20230525,2023,Adjustments,Inflows - Other,Other Sources,0
20230525,2023,Adjustments,Outflows - Current,Personal Service,4074
20230525,2023,Adjustments,Outflows - Current,Other Than Personal Service,9881
20230525,2023,Adjustments,Outflows - Current,Debt Service,26
20230525,2023,Adjustments,Outflows - Prior,Personal Service,3293
20230525,2023,Adjustments,Outflows - Prior,Other Than Personal Service,7904
20230525,2023,Adjustments,Outflows - Prior,Taxes,0
20230525,2023,Adjustments,Outflows - Prior,Disallowance Reserve,318
20230525,2023,Adjustments,Outflows - Capital,City Disbursements,0
20230525,2023,Adjustments,Outflows - Capital,Federal and State,0
20230525,2023,Adjustments,Outflows - Other,Senior Colleges,49
20230525,2023,Adjustments,Outflows - Other,Other Uses,0
20230615,2023,July,Inflows - Current,General Property Tax,7353
20230615,2023,July,Inflows - Current,Other Taxes,953
20230615,2023,July,Inflows - Current,Federal Categorical Grants,1101
20230615,2023,July,Inflows - Current,State Categorical Grants,298
20230615,2023,July,Inflows - Current,Other Categorical Grants,28
20230615,2023,July,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,July,Inflows - Current,Miscellaneous Revenues,704
20230615,2023,July,Inflows - Current,Inter-Fund Revenues,0
20230615,2023,July,Inflows - Prior,Taxes,989
20230615,2023,July,Inflows - Prior,Federal Categorical Grants,172
20230615,2023,July,Inflows - Prior,State Categorical Grants,417
20230615,2023,July,Inflows - Prior,Other Categorical Grants,4
20230615,2023,July,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,July,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,July,Inflows - Capital,Capital Transfers,274
20230615,2023,July,Inflows - Capital,Federal And State,25
20230615,2023,July,Inflows - Other,Senior Colleges,0
20230615,2023,July,Inflows - Other,Holding Acct. & Other Adj.,1
20230615,2023,July,Inflows - Other,Other Sources,229
20230615,2023,July,Outflows - Current,Personal Service,1933
20230615,2023,July,Outflows - Current,Other Than Personal Service,2965
20230615,2023,July,Outflows - Current,Debt Service,14
20230615,2023,July,Outflows - Prior,Personal Service,2218
20230615,2023,July,Outflows - Prior,Other Than Personal Service,1731
20230615,2023,July,Outflows - Prior,Taxes,108
20230615,2023,July,Outflows - Prior,Disallowance Reserve,0
20230615,2023,July,Outflows - Capital,City Disbursements,586
20230615,2023,July,Outflows - Capital,Federal and State,47
20230615,2023,July,Outflows - Other,Senior Colleges,250
20230615,2023,July,Outflows - Other,Other Uses,0
20230615,2023,July,Balance,Beginning Balance,8159
20230615,2023,July,Balance,Ending Balance,10855
20230615,2023,August,Inflows - Current,General Property Tax,276
20230615,2023,August,Inflows - Current,Other Taxes,1935
20230615,2023,August,Inflows - Current,Federal Categorical Grants,83
20230615,2023,August,Inflows - Current,State Categorical Grants,263
20230615,2023,August,Inflows - Current,Other Categorical Grants,1
20230615,2023,August,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,August,Inflows - Current,Miscellaneous Revenues,962
20230615,2023,August,Inflows - Current,Inter-Fund Revenues,0
20230615,2023,August,Inflows - Prior,Taxes,335
20230615,2023,August,Inflows - Prior,Federal Categorical Grants,676
20230615,2023,August,Inflows - Prior,State Categorical Grants,156
20230615,2023,August,Inflows - Prior,Other Categorical Grants,12
20230615,2023,August,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,August,Inflows - Prior,Misc. Revenue/IFA,110
20230615,2023,August,Inflows - Capital,Capital Transfers,1412
20230615,2023,August,Inflows - Capital,Federal And State,12
20230615,2023,August,Inflows - Other,Senior Colleges,0
20230615,2023,August,Inflows - Other,Holding Acct. & Other Adj.,6
20230615,2023,August,Inflows - Other,Other Sources,233
20230615,2023,August,Outflows - Current,Personal Service,2752
20230615,2023,August,Outflows - Current,Other Than Personal Service,3429
20230615,2023,August,Outflows - Current,Debt Service,-6
20230615,2023,August,Outflows - Prior,Personal Service,1118
20230615,2023,August,Outflows - Prior,Other Than Personal Service,851
20230615,2023,August,Outflows - Prior,Taxes,243
20230615,2023,August,Outflows - Prior,Disallowance Reserve,0
20230615,2023,August,Outflows - Capital,City Disbursements,1065
20230615,2023,August,Outflows - Capital,Federal and State,89
20230615,2023,August,Outflows - Other,Senior Colleges,200
20230615,2023,August,Outflows - Other,Other Uses,0
20230615,2023,August,Balance,Beginning Balance,10855
20230615,2023,August,Balance,Ending Balance,7586
20230615,2023,September,Inflows - Current,General Property Tax,1456
20230615,2023,September,Inflows - Current,Other Taxes,4387
20230615,2023,September,Inflows - Current,Federal Categorical Grants,204
20230615,2023,September,Inflows - Current,State Categorical Grants,1441
20230615,2023,September,Inflows - Current,Other Categorical Grants,31
20230615,2023,September,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,September,Inflows - Current,Miscellaneous Revenues,556
20230615,2023,September,Inflows - Current,Inter-Fund Revenues,32
20230615,2023,September,Inflows - Prior,Taxes,0
20230615,2023,September,Inflows - Prior,Federal Categorical Grants,303
20230615,2023,September,Inflows - Prior,State Categorical Grants,389
20230615,2023,September,Inflows - Prior,Other Categorical Grants,4
20230615,2023,September,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,September,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,September,Inflows - Capital,Capital Transfers,1087
20230615,2023,September,Inflows - Capital,Federal And State,31
20230615,2023,September,Inflows - Other,Senior Colleges,0
20230615,2023,September,Inflows - Other,Holding Acct. & Other Adj.,-5
20230615,2023,September,Inflows - Other,Other Sources,0
20230615,2023,September,Outflows - Current,Personal Service,4296
20230615,2023,September,Outflows - Current,Other Than Personal Service,3232
20230615,2023,September,Outflows - Current,Debt Service,-7
20230615,2023,September,Outflows - Prior,Personal Service,55
20230615,2023,September,Outflows - Prior,Other Than Personal Service,23
20230615,2023,September,Outflows - Prior,Taxes,0
20230615,2023,September,Outflows - Prior,Disallowance Reserve,0
20230615,2023,September,Outflows - Capital,City Disbursements,1089
20230615,2023,September,Outflows - Capital,Federal and State,104
20230615,2023,September,Outflows - Other,Senior Colleges,270
20230615,2023,September,Outflows - Other,Other Uses,414
20230615,2023,September,Balance,Beginning Balance,7586
20230615,2023,September,Balance,Ending Balance,8026
20230615,2023,October,Inflows - Current,General Property Tax,814
20230615,2023,October,Inflows - Current,Other Taxes,2593
20230615,2023,October,Inflows - Current,Federal Categorical Grants,229
20230615,2023,October,Inflows - Current,State Categorical Grants,-125
20230615,2023,October,Inflows - Current,Other Categorical Grants,44
20230615,2023,October,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,October,Inflows - Current,Miscellaneous Revenues,711
20230615,2023,October,Inflows - Current,Inter-Fund Revenues,18
20230615,2023,October,Inflows - Prior,Taxes,0
20230615,2023,October,Inflows - Prior,Federal Categorical Grants,267
20230615,2023,October,Inflows - Prior,State Categorical Grants,465
20230615,2023,October,Inflows - Prior,Other Categorical Grants,5
20230615,2023,October,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,October,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,October,Inflows - Capital,Capital Transfers,225
20230615,2023,October,Inflows - Capital,Federal And State,33
20230615,2023,October,Inflows - Other,Senior Colleges,584
20230615,2023,October,Inflows - Other,Holding Acct. & Other Adj.,37
20230615,2023,October,Inflows - Other,Other Sources,247
20230615,2023,October,Outflows - Current,Personal Service,4271
20230615,2023,October,Outflows - Current,Other Than Personal Service,3769
20230615,2023,October,Outflows - Current,Debt Service,0
20230615,2023,October,Outflows - Prior,Personal Service,29
20230615,2023,October,Outflows - Prior,Other Than Personal Service,4
20230615,2023,October,Outflows - Prior,Taxes,0
20230615,2023,October,Outflows - Prior,Disallowance Reserve,0
20230615,2023,October,Outflows - Capital,City Disbursements,488
20230615,2023,October,Outflows - Capital,Federal and State,42
20230615,2023,October,Outflows - Other,Senior Colleges,200
20230615,2023,October,Outflows - Other,Other Uses,0
20230615,2023,October,Balance,Beginning Balance,8026
20230615,2023,October,Balance,Ending Balance,5370
20230615,2023,November,Inflows - Current,General Property Tax,318
20230615,2023,November,Inflows - Current,Other Taxes,2756
20230615,2023,November,Inflows - Current,Federal Categorical Grants,198
20230615,2023,November,Inflows - Current,State Categorical Grants,749
20230615,2023,November,Inflows - Current,Other Categorical Grants,22
20230615,2023,November,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,November,Inflows - Current,Miscellaneous Revenues,451
20230615,2023,November,Inflows - Current,Inter-Fund Revenues,36
20230615,2023,November,Inflows - Prior,Taxes,0
20230615,2023,November,Inflows - Prior,Federal Categorical Grants,252
20230615,2023,November,Inflows - Prior,State Categorical Grants,199
20230615,2023,November,Inflows - Prior,Other Categorical Grants,14
20230615,2023,November,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,November,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,November,Inflows - Capital,Capital Transfers,1993
20230615,2023,November,Inflows - Capital,Federal And State,14
20230615,2023,November,Inflows - Other,Senior Colleges,118
20230615,2023,November,Inflows - Other,Holding Acct. & Other Adj.,-10
20230615,2023,November,Inflows - Other,Other Sources,123
20230615,2023,November,Outflows - Current,Personal Service,4007
20230615,2023,November,Outflows - Current,Other Than Personal Service,2950
20230615,2023,November,Outflows - Current,Debt Service,86
20230615,2023,November,Outflows - Prior,Personal Service,15
20230615,2023,November,Outflows - Prior,Other Than Personal Service,119
20230615,2023,November,Outflows - Prior,Taxes,0
20230615,2023,November,Outflows - Prior,Disallowance Reserve,0
20230615,2023,November,Outflows - Capital,City Disbursements,883
20230615,2023,November,Outflows - Capital,Federal and State,68
20230615,2023,November,Outflows - Other,Senior Colleges,200
20230615,2023,November,Outflows - Other,Other Uses,0
20230615,2023,November,Balance,Beginning Balance,5370
20230615,2023,November,Balance,Ending Balance,4275
20230615,2023,December,Inflows - Current,General Property Tax,4903
20230615,2023,December,Inflows - Current,Other Taxes,4578
20230615,2023,December,Inflows - Current,Federal Categorical Grants,1037
20230615,2023,December,Inflows - Current,State Categorical Grants,1285
20230615,2023,December,Inflows - Current,Other Categorical Grants,32
20230615,2023,December,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,December,Inflows - Current,Miscellaneous Revenues,276
20230615,2023,December,Inflows - Current,Inter-Fund Revenues,28
20230615,2023,December,Inflows - Prior,Taxes,0
20230615,2023,December,Inflows - Prior,Federal Categorical Grants,228
20230615,2023,December,Inflows - Prior,State Categorical Grants,254
20230615,2023,December,Inflows - Prior,Other Categorical Grants,1
20230615,2023,December,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,December,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,December,Inflows - Capital,Capital Transfers,442
20230615,2023,December,Inflows - Capital,Federal And State,24
20230615,2023,December,Inflows - Other,Senior Colleges,0
20230615,2023,December,Inflows - Other,Holding Acct. & Other Adj.,-18
20230615,2023,December,Inflows - Other,Other Sources,0
20230615,2023,December,Outflows - Current,Personal Service,3822
20230615,2023,December,Outflows - Current,Other Than Personal Service,3354
20230615,2023,December,Outflows - Current,Debt Service,33
20230615,2023,December,Outflows - Prior,Personal Service,81
20230615,2023,December,Outflows - Prior,Other Than Personal Service,376
20230615,2023,December,Outflows - Prior,Taxes,0
20230615,2023,December,Outflows - Prior,Disallowance Reserve,0
20230615,2023,December,Outflows - Capital,City Disbursements,851
20230615,2023,December,Outflows - Capital,Federal and State,56
20230615,2023,December,Outflows - Other,Senior Colleges,224
20230615,2023,December,Outflows - Other,Other Uses,263
20230615,2023,December,Balance,Beginning Balance,4275
20230615,2023,December,Balance,Ending Balance,8285
20230615,2023,January,Inflows - Current,General Property Tax,7196
20230615,2023,January,Inflows - Current,Other Taxes,5579
20230615,2023,January,Inflows - Current,Federal Categorical Grants,-419
20230615,2023,January,Inflows - Current,State Categorical Grants,186
20230615,2023,January,Inflows - Current,Other Categorical Grants,22
20230615,2023,January,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,January,Inflows - Current,Miscellaneous Revenues,293
20230615,2023,January,Inflows - Current,Inter-Fund Revenues,71
20230615,2023,January,Inflows - Prior,Taxes,0
20230615,2023,January,Inflows - Prior,Federal Categorical Grants,3021
20230615,2023,January,Inflows - Prior,State Categorical Grants,13
20230615,2023,January,Inflows - Prior,Other Categorical Grants,-2
20230615,2023,January,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,January,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,January,Inflows - Capital,Capital Transfers,268
20230615,2023,January,Inflows - Capital,Federal And State,13
20230615,2023,January,Inflows - Other,Senior Colleges,174
20230615,2023,January,Inflows - Other,Holding Acct. & Other Adj.,10
20230615,2023,January,Inflows - Other,Other Sources,229
20230615,2023,January,Outflows - Current,Personal Service,4585
20230615,2023,January,Outflows - Current,Other Than Personal Service,2584
20230615,2023,January,Outflows - Current,Debt Service,641
20230615,2023,January,Outflows - Prior,Personal Service,45
20230615,2023,January,Outflows - Prior,Other Than Personal Service,1024
20230615,2023,January,Outflows - Prior,Taxes,0
20230615,2023,January,Outflows - Prior,Disallowance Reserve,0
20230615,2023,January,Outflows - Capital,City Disbursements,1093
20230615,2023,January,Outflows - Capital,Federal and State,82
20230615,2023,January,Outflows - Other,Senior Colleges,270
20230615,2023,January,Outflows - Other,Other Uses,0
20230615,2023,January,Balance,Beginning Balance,8285
20230615,2023,January,Balance,Ending Balance,14615
20230615,2023,February,Inflows - Current,General Property Tax,194
20230615,2023,February,Inflows - Current,Other Taxes,2214
20230615,2023,February,Inflows - Current,Federal Categorical Grants,290
20230615,2023,February,Inflows - Current,State Categorical Grants,581
20230615,2023,February,Inflows - Current,Other Categorical Grants,24
20230615,2023,February,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,February,Inflows - Current,Miscellaneous Revenues,370
20230615,2023,February,Inflows - Current,Inter-Fund Revenues,81
20230615,2023,February,Inflows - Prior,Taxes,0
20230615,2023,February,Inflows - Prior,Federal Categorical Grants,494
20230615,2023,February,Inflows - Prior,State Categorical Grants,-14
20230615,2023,February,Inflows - Prior,Other Categorical Grants,3
20230615,2023,February,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,February,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,February,Inflows - Capital,Capital Transfers,865
20230615,2023,February,Inflows - Capital,Federal And State,177
20230615,2023,February,Inflows - Other,Senior Colleges,0
20230615,2023,February,Inflows - Other,Holding Acct. & Other Adj.,61
20230615,2023,February,Inflows - Other,Other Sources,18
20230615,2023,February,Outflows - Current,Personal Service,3757
20230615,2023,February,Outflows - Current,Other Than Personal Service,2836
20230615,2023,February,Outflows - Current,Debt Service,357
20230615,2023,February,Outflows - Prior,Personal Service,18
20230615,2023,February,Outflows - Prior,Other Than Personal Service,936
20230615,2023,February,Outflows - Prior,Taxes,0
20230615,2023,February,Outflows - Prior,Disallowance Reserve,0
20230615,2023,February,Outflows - Capital,City Disbursements,708
20230615,2023,February,Outflows - Capital,Federal and State,27
20230615,2023,February,Outflows - Other,Senior Colleges,210
20230615,2023,February,Outflows - Other,Other Uses,0
20230615,2023,February,Balance,Beginning Balance,14615
20230615,2023,February,Balance,Ending Balance,11124
20230615,2023,March,Inflows - Current,General Property Tax,1359
20230615,2023,March,Inflows - Current,Other Taxes,4500
20230615,2023,March,Inflows - Current,Federal Categorical Grants,927
20230615,2023,March,Inflows - Current,State Categorical Grants,4889
20230615,2023,March,Inflows - Current,Other Categorical Grants,49
20230615,2023,March,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,March,Inflows - Current,Miscellaneous Revenues,433
20230615,2023,March,Inflows - Current,Inter-Fund Revenues,96
20230615,2023,March,Inflows - Prior,Taxes,0
20230615,2023,March,Inflows - Prior,Federal Categorical Grants,892
20230615,2023,March,Inflows - Prior,State Categorical Grants,835
20230615,2023,March,Inflows - Prior,Other Categorical Grants,160
20230615,2023,March,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,March,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,March,Inflows - Capital,Capital Transfers,233
20230615,2023,March,Inflows - Capital,Federal And State,20
20230615,2023,March,Inflows - Other,Senior Colleges,393
20230615,2023,March,Inflows - Other,Holding Acct. & Other Adj.,-61
20230615,2023,March,Inflows - Other,Other Sources,0
20230615,2023,March,Outflows - Current,Personal Service,4445
20230615,2023,March,Outflows - Current,Other Than Personal Service,3492
20230615,2023,March,Outflows - Current,Debt Service,343
20230615,2023,March,Outflows - Prior,Personal Service,10
20230615,2023,March,Outflows - Prior,Other Than Personal Service,478
20230615,2023,March,Outflows - Prior,Taxes,0
20230615,2023,March,Outflows - Prior,Disallowance Reserve,0
20230615,2023,March,Outflows - Capital,City Disbursements,1140
20230615,2023,March,Outflows - Capital,Federal and State,47
20230615,2023,March,Outflows - Other,Senior Colleges,210
20230615,2023,March,Outflows - Other,Other Uses,41
20230615,2023,March,Balance,Beginning Balance,11124
20230615,2023,March,Balance,Ending Balance,15643
20230615,2023,April,Inflows - Current,General Property Tax,731
20230615,2023,April,Inflows - Current,Other Taxes,4202
20230615,2023,April,Inflows - Current,Federal Categorical Grants,715
20230615,2023,April,Inflows - Current,State Categorical Grants,835
20230615,2023,April,Inflows - Current,Other Categorical Grants,30
20230615,2023,April,Inflows - Current,Unrestricted (Net Of Disall.),12
20230615,2023,April,Inflows - Current,Miscellaneous Revenues,311
20230615,2023,April,Inflows - Current,Inter-Fund Revenues,39
20230615,2023,April,Inflows - Prior,Taxes,0
20230615,2023,April,Inflows - Prior,Federal Categorical Grants,695
20230615,2023,April,Inflows - Prior,State Categorical Grants,123
20230615,2023,April,Inflows - Prior,Other Categorical Grants,0
20230615,2023,April,Inflows - Prior,Unrestricted Intgvt.  Aid,0
20230615,2023,April,Inflows - Prior,Misc. Revenue/IFA,0
20230615,2023,April,Inflows - Capital,Capital Transfers,2146
20230615,2023,April,Inflows - Capital,Federal And State,29
20230615,2023,April,Inflows - Other,Senior Colleges,324
20230615,2023,April,Inflows - Other,Holding Acct. & Other Adj.,7
20230615,2023,April,Inflows - Other,Other Sources,298
20230615,2023,April,Outflows - Current,Personal Service,3732
20230615,2023,April,Outflows - Current,Other Than Personal Service,2664
20230615,2023,April,Outflows - Current,Debt Service,261
20230615,2023,April,Outflows - Prior,Personal Service,8
20230615,2023,April,Outflows - Prior,Other Than Personal Service,620
20230615,2023,April,Outflows - Prior,Taxes,0
20230615,2023,April,Outflows - Prior,Disallowance Reserve,0
20230615,2023,April,Outflows - Capital,City Disbursements,707
20230615,2023,April,Outflows - Capital,Federal and State,72
20230615,2023,April,Outflows - Other,Senior Colleges,210
20230615,2023,April,Outflows - Other,Other Uses,0
20230615,2023,April,Balance,Beginning Balance,15643
20230615,2023,April,Balance,Ending Balance,17866
20230615,2023,May,Inflows - Current,General Property Tax,3
20230615,2023,May,Inflows - Current,Other Taxes,1530
20230615,2023,May,Inflows - Current,Federal Categorical Grants,1401
20230615,2023,May,Inflows - Current,State Categorical Grants,2407
20230615,2023,May,Inflows - Current,Other Categorical Grants,0
20230615,2023,May,Inflows - Current,Unrestricted (Net Of Disall.),0
20230615,2023,May,Inflows - Current,Miscellaneous Revenues,407
20230615,2023,May,Inflows - Current,Inter-Fund Revenues,61
